Coach,Team,Year_N,Year_N_Actual_Win_Pct,Year_N_Plus_1_Actual_Win_Pct
Dick Nolan,SFO,1971,0.6429,0.6071
Dick Nolan,SFO,1972,0.6071,0.3571
Dick Nolan,SFO,1973,0.3571,0.4286
Dick Nolan,SFO,1974,0.4286,0.3571
George Seifert,SFO,1989,0.875,0.875
George Seifert,SFO,1990,0.875,0.625
George Seifert,SFO,1991,0.625,0.875
George Seifert,SFO,1992,0.875,0.625
George Seifert,SFO,1993,0.625,0.8125
George Seifert,SFO,1994,0.8125,0.6875
George Seifert,SFO,1995,0.6875,0.75
Jim Harbaugh,SFO,2011,0.8125,0.7188
Jim Harbaugh,SFO,2012,0.7188,0.75
Jim Harbaugh,SFO,2013,0.75,0.5
Kyle Shanahan,SFO,2017,0.375,0.25
Kyle Shanahan,SFO,2018,0.25,0.8125
Kyle Shanahan,SFO,2019,0.8125,0.375
Kyle Shanahan,SFO,2020,0.375,0.5882
Kyle Shanahan,SFO,2021,0.5882,0.7647
Kyle Shanahan,SFO,2022,0.7647,0.7059
Kyle Shanahan,SFO,2023,0.7059,0.3529
Mike Nolan,SFO,2005,0.25,0.4375
Mike Nolan,SFO,2006,0.4375,0.3125
Mike Nolan,SFO,2007,0.3125,0.4375
Mike Singletary,SFO,2009,0.5,0.375
Steve Mariucci,SFO,1997,0.8125,0.75
Steve Mariucci,SFO,1998,0.75,0.25
Steve Mariucci,SFO,1999,0.25,0.375
Steve Mariucci,SFO,2000,0.375,0.75
Steve Mariucci,SFO,2001,0.75,0.625
Bruce Arians,TAM,2019,0.4375,0.6875
Bruce Arians,TAM,2020,0.6875,0.7647
Dirk Koetter,TAM,2016,0.5625,0.3125
Dirk Koetter,TAM,2017,0.3125,0.3125
Greg Schiano,TAM,2012,0.4375,0.25
John McKay,TAM,1976,0.0,0.1429
John McKay,TAM,1977,0.1429,0.3125
John McKay,TAM,1978,0.3125,0.625
John McKay,TAM,1979,0.625,0.3438
John McKay,TAM,1980,0.3438,0.5625
John McKay,TAM,1981,0.5625,0.5556
John McKay,TAM,1982,0.5556,0.125
John McKay,TAM,1983,0.125,0.375
Jon Gruden,TAM,2002,0.75,0.4375
Jon Gruden,TAM,2003,0.4375,0.3125
Jon Gruden,TAM,2004,0.3125,0.6875
Jon Gruden,TAM,2005,0.6875,0.25
Jon Gruden,TAM,2006,0.25,0.5625
Jon Gruden,TAM,2007,0.5625,0.5625
Leeman Bennett,TAM,1985,0.125,0.125
Lovie Smith,TAM,2014,0.125,0.375
Raheem Morris,TAM,2009,0.1875,0.625
Raheem Morris,TAM,2010,0.625,0.25
Ray Perkins,TAM,1987,0.2667,0.3125
Ray Perkins,TAM,1988,0.3125,0.3125
Ray Perkins,TAM,1989,0.3125,0.375
Sam Wyche,TAM,1992,0.3125,0.3125
Sam Wyche,TAM,1993,0.3125,0.375
Sam Wyche,TAM,1994,0.375,0.4375
Todd Bowles,TAM,2022,0.4706,0.5294
Todd Bowles,TAM,2023,0.5294,0.5882
Tony Dungy,TAM,1996,0.375,0.625
Tony Dungy,TAM,1997,0.625,0.5
Tony Dungy,TAM,1998,0.5,0.6875
Tony Dungy,TAM,1999,0.6875,0.625
Tony Dungy,TAM,2000,0.625,0.5625
George Allen,WAS,1971,0.6786,0.7857
George Allen,WAS,1972,0.7857,0.7143
George Allen,WAS,1973,0.7143,0.7143
George Allen,WAS,1974,0.7143,0.5714
George Allen,WAS,1975,0.5714,0.7143
George Allen,WAS,1976,0.7143,0.6429
Jack Pardee,WAS,1978,0.5,0.625
Jack Pardee,WAS,1979,0.625,0.375
Jay Gruden,WAS,2014,0.25,0.5625
Jay Gruden,WAS,2015,0.5625,0.5312
Jay Gruden,WAS,2016,0.5312,0.4375
Jay Gruden,WAS,2017,0.4375,0.4375
Jay Gruden,WAS,2018,0.4375,0.1875
Jim Zorn,WAS,2008,0.5,0.25
Joe Gibbs,WAS,1981,0.5,0.8889
Joe Gibbs,WAS,1982,0.8889,0.875
Joe Gibbs,WAS,1983,0.875,0.6875
Joe Gibbs,WAS,1984,0.6875,0.625
Joe Gibbs,WAS,1985,0.625,0.75
Joe Gibbs,WAS,1986,0.75,0.7333
Joe Gibbs,WAS,1987,0.7333,0.4375
Joe Gibbs,WAS,1988,0.4375,0.625
Joe Gibbs,WAS,1989,0.625,0.625
Joe Gibbs,WAS,1990,0.625,0.875
Joe Gibbs,WAS,1991,0.875,0.5625
Joe Gibbs,WAS,2004,0.375,0.625
Joe Gibbs,WAS,2005,0.625,0.3125
Joe Gibbs,WAS,2006,0.3125,0.5625
Mike Shanahan,WAS,2010,0.375,0.3125
Mike Shanahan,WAS,2011,0.3125,0.625
Mike Shanahan,WAS,2012,0.625,0.1875
Norv Turner,WAS,1994,0.1875,0.375
Norv Turner,WAS,1995,0.375,0.5625
Norv Turner,WAS,1996,0.5625,0.5312
Norv Turner,WAS,1997,0.5312,0.375
Norv Turner,WAS,1998,0.375,0.625
Norv Turner,WAS,1999,0.625,0.5
Ron Rivera,WAS,2020,0.4375,0.4118
Ron Rivera,WAS,2021,0.4118,0.5
Ron Rivera,WAS,2022,0.5,0.2353
Steve Spurrier,WAS,2002,0.4375,0.3125
