Coach,Team,Year,G,W,L,T,Coach_Win_Pct
Marion Campbell,PHI,1985,15,6,9,0,0.4
Marion Campbell,ATL,1987,15,3,12,0,0.2
Marion Campbell,ATL,1988,16,5,11,0,0.3125
Marion Campbell,ATL,1989,12,3,9,0,0.25
Marty Mornhinweg,DET,2001,16,2,14,0,0.125
Marty Mornhinweg,DET,2002,16,3,13,0,0.1875
Marty Schottenheimer,CLE,1985,16,8,8,0,0.5
Marty Schottenheimer,CLE,1986,16,12,4,0,0.75
Marty Schottenheimer,CLE,1987,15,10,5,0,0.6667
Marty Schottenheimer,CLE,1988,16,10,6,0,0.625
Marty Schottenheimer,KAN,1989,16,8,7,1,0.5312
Marty Schottenheimer,KAN,1990,16,11,5,0,0.6875
Marty Schottenheimer,KAN,1991,16,10,6,0,0.625
Marty Schottenheimer,KAN,1992,16,10,6,0,0.625
Marty Schottenheimer,KAN,1993,16,11,5,0,0.6875
Marty Schottenheimer,KAN,1994,16,9,7,0,0.5625
Marty Schottenheimer,KAN,1995,16,13,3,0,0.8125
Marty Schottenheimer,KAN,1996,16,9,7,0,0.5625
Marty Schottenheimer,KAN,1997,16,13,3,0,0.8125
Marty Schottenheimer,KAN,1998,16,7,9,0,0.4375
Marty Schottenheimer,WAS,2001,16,8,8,0,0.5
Marty Schottenheimer,SDG,2002,16,8,8,0,0.5
Marty Schottenheimer,SDG,2003,16,4,12,0,0.25
Marty Schottenheimer,SDG,2004,16,12,4,0,0.75
Marty Schottenheimer,SDG,2005,16,9,7,0,0.5625
Marty Schottenheimer,SDG,2006,16,14,2,0,0.875
Marv Levy,KAN,1978,16,4,12,0,0.25
Marv Levy,KAN,1979,16,7,9,0,0.4375
Marv Levy,KAN,1980,16,8,8,0,0.5
Marv Levy,KAN,1981,16,9,7,0,0.5625
Marv Levy,KAN,1982,9,3,6,0,0.3333
Marv Levy,BUF,1987,15,7,8,0,0.4667
Marv Levy,BUF,1988,16,12,4,0,0.75
Marv Levy,BUF,1989,16,9,7,0,0.5625
Marv Levy,BUF,1990,16,13,3,0,0.8125
Marv Levy,BUF,1991,16,13,3,0,0.8125
Marv Levy,BUF,1992,16,11,5,0,0.6875
Marv Levy,BUF,1993,16,12,4,0,0.75
Marv Levy,BUF,1994,16,7,9,0,0.4375
Marv Levy,BUF,1995,16,10,6,0,0.625
Marv Levy,BUF,1996,16,10,6,0,0.625
Marv Levy,BUF,1997,16,6,10,0,0.375
Marvin Lewis,CIN,2003,16,8,8,0,0.5
Marvin Lewis,CIN,2004,16,8,8,0,0.5
Marvin Lewis,CIN,2005,16,11,5,0,0.6875
Marvin Lewis,CIN,2006,16,8,8,0,0.5
Marvin Lewis,CIN,2007,16,7,9,0,0.4375
Marvin Lewis,CIN,2008,16,4,11,1,0.2812
Marvin Lewis,CIN,2009,16,10,6,0,0.625
Marvin Lewis,CIN,2010,16,4,12,0,0.25
Marvin Lewis,CIN,2011,16,9,7,0,0.5625
Marvin Lewis,CIN,2012,16,10,6,0,0.625
Marvin Lewis,CIN,2013,16,11,5,0,0.6875
Marvin Lewis,CIN,2014,16,10,5,1,0.6562
Marvin Lewis,CIN,2015,16,12,4,0,0.75
Marvin Lewis,CIN,2016,16,6,9,1,0.4062
Marvin Lewis,CIN,2017,16,7,9,0,0.4375
Marvin Lewis,CIN,2018,16,6,10,0,0.375
Matt Eberflus,CHI,2022,17,3,14,0,0.1765
Matt Eberflus,CHI,2023,17,7,10,0,0.4118
Matt Eberflus,CHI,2024,12,4,8,0,0.3333
Matt LaFleur,GNB,2019,16,13,3,0,0.8125
Matt LaFleur,GNB,2020,16,13,3,0,0.8125
Matt LaFleur,GNB,2021,17,13,4,0,0.7647
Matt LaFleur,GNB,2022,17,8,9,0,0.4706
Matt LaFleur,GNB,2023,17,9,8,0,0.5294
Matt LaFleur,GNB,2024,17,11,6,0,0.6471
Matt Nagy,CHI,2018,16,12,4,0,0.75
Matt Nagy,CHI,2019,16,8,8,0,0.5
Matt Nagy,CHI,2020,16,8,8,0,0.5
Matt Nagy,CHI,2021,17,6,11,0,0.3529
Matt Patricia,DET,2018,16,6,10,0,0.375
Matt Patricia,DET,2019,16,3,12,1,0.2188
Matt Patricia,DET,2020,11,4,7,0,0.3636
Matt Rhule,CAR,2020,16,5,11,0,0.3125
Matt Rhule,CAR,2021,17,5,12,0,0.2941
Matt Rhule,CAR,2022,5,1,4,0,0.2
Mike Ditka,CHI,1982,9,3,6,0,0.3333
Mike Ditka,CHI,1983,16,8,8,0,0.5
Mike Ditka,CHI,1984,16,10,6,0,0.625
Mike Ditka,CHI,1985,16,15,1,0,0.9375
Mike Ditka,CHI,1986,16,14,2,0,0.875
Mike Ditka,CHI,1987,15,11,4,0,0.7333
Mike Ditka,CHI,1988,16,12,4,0,0.75
Mike Ditka,CHI,1989,16,6,10,0,0.375
Mike Ditka,CHI,1990,16,11,5,0,0.6875
Mike Ditka,CHI,1991,16,11,5,0,0.6875
Mike Ditka,CHI,1992,16,5,11,0,0.3125
Mike Ditka,NOR,1997,16,6,10,0,0.375
Mike Ditka,NOR,1998,16,6,10,0,0.375
Mike Ditka,NOR,1999,16,3,13,0,0.1875
Mike Holmgren,GNB,1992,16,9,7,0,0.5625
Mike Holmgren,GNB,1993,16,9,7,0,0.5625
Mike Holmgren,GNB,1994,16,9,7,0,0.5625
Mike Holmgren,GNB,1995,16,11,5,0,0.6875
Mike Holmgren,GNB,1996,16,13,3,0,0.8125
Mike Holmgren,GNB,1997,16,13,3,0,0.8125
Mike Holmgren,GNB,1998,16,11,5,0,0.6875
Mike Holmgren,SEA,1999,16,9,7,0,0.5625
Mike Holmgren,SEA,2000,16,6,10,0,0.375
Mike Holmgren,SEA,2001,16,9,7,0,0.5625
Mike Holmgren,SEA,2002,16,7,9,0,0.4375
Mike Holmgren,SEA,2003,16,10,6,0,0.625
Mike Holmgren,SEA,2004,16,9,7,0,0.5625
Mike Holmgren,SEA,2005,16,13,3,0,0.8125
Mike Holmgren,SEA,2006,16,9,7,0,0.5625
Mike Holmgren,SEA,2007,16,10,6,0,0.625
Mike Holmgren,SEA,2008,16,4,12,0,0.25
Mike Macdonald,SEA,2024,17,10,7,0,0.5882
Mike Martz,RAM,2000,16,10,6,0,0.625
Mike Martz,RAM,2001,16,14,2,0,0.875
Mike Martz,RAM,2002,16,7,9,0,0.4375
Mike Martz,RAM,2003,16,12,4,0,0.75
Mike Martz,RAM,2004,16,8,8,0,0.5
Mike Martz,RAM,2005,5,2,3,0,0.4
Mike McCarthy,GNB,2006,16,8,8,0,0.5
Mike McCarthy,GNB,2007,16,13,3,0,0.8125
Mike McCarthy,GNB,2008,16,6,10,0,0.375
Mike McCarthy,GNB,2009,16,11,5,0,0.6875
Mike McCarthy,GNB,2010,16,10,6,0,0.625
Mike McCarthy,GNB,2011,16,15,1,0,0.9375
Mike McCarthy,GNB,2012,16,11,5,0,0.6875
Mike McCarthy,GNB,2013,16,8,7,1,0.5312
Mike McCarthy,GNB,2014,16,12,4,0,0.75
Mike McCarthy,GNB,2015,16,10,6,0,0.625
Mike McCarthy,GNB,2016,16,10,6,0,0.625
Mike McCarthy,GNB,2017,16,7,9,0,0.4375
Mike McCarthy,GNB,2018,12,4,7,1,0.375
Mike McCarthy,DAL,2020,16,6,10,0,0.375
Mike McCarthy,DAL,2021,17,12,5,0,0.7059
Mike McCarthy,DAL,2022,17,12,5,0,0.7059
Mike McCarthy,DAL,2023,17,12,5,0,0.7059
Mike McCarthy,DAL,2024,17,7,10,0,0.4118
Mike McCormack,PHI,1973,14,5,8,1,0.3929
Mike McCormack,PHI,1974,14,7,7,0,0.5
Mike McCormack,PHI,1975,14,4,10,0,0.2857
Mike McCormack,CLT,1980,16,7,9,0,0.4375
Mike McCormack,CLT,1981,16,2,14,0,0.125
Mike McCoy,SDG,2013,16,9,7,0,0.5625
Mike McCoy,SDG,2014,16,9,7,0,0.5625
Mike McCoy,SDG,2015,16,4,12,0,0.25
Mike McCoy,SDG,2016,16,5,11,0,0.3125
Mike McDaniel,MIA,2022,17,9,8,0,0.5294
Mike McDaniel,MIA,2023,17,11,6,0,0.6471
Mike McDaniel,MIA,2024,17,8,9,0,0.4706
Mike Mularkey,BUF,2004,16,9,7,0,0.5625
Mike Mularkey,BUF,2005,16,5,11,0,0.3125
Mike Mularkey,JAX,2012,16,2,14,0,0.125
Mike Mularkey,OTI,2016,16,9,7,0,0.5625
Mike Mularkey,OTI,2017,16,9,7,0,0.5625
Mike Munchak,OTI,2011,16,9,7,0,0.5625
Mike Munchak,OTI,2012,16,6,10,0,0.375
Mike Munchak,OTI,2013,16,7,9,0,0.4375
Mike Nolan,SFO,2005,16,4,12,0,0.25
Mike Nolan,SFO,2006,16,7,9,0,0.4375
Mike Nolan,SFO,2007,16,5,11,0,0.3125
Mike Nolan,SFO,2008,7,2,5,0,0.2857
Mike Pettine,CLE,2014,16,7,9,0,0.4375
Mike Pettine,CLE,2015,16,3,13,0,0.1875
Mike Riley,SDG,1999,16,8,8,0,0.5
Mike Riley,SDG,2000,16,1,15,0,0.0625
Mike Riley,SDG,2001,16,5,11,0,0.3125
Mike Shanahan,RAI,1988,16,7,9,0,0.4375
Mike Shanahan,RAI,1989,4,1,3,0,0.25
Mike Shanahan,DEN,1995,16,8,8,0,0.5
Mike Shanahan,DEN,1996,16,13,3,0,0.8125
Mike Shanahan,DEN,1997,16,12,4,0,0.75
Mike Shanahan,DEN,1998,16,14,2,0,0.875
Mike Shanahan,DEN,1999,16,6,10,0,0.375
Mike Shanahan,DEN,2000,16,11,5,0,0.6875
Mike Shanahan,DEN,2001,16,8,8,0,0.5
Mike Shanahan,DEN,2002,16,9,7,0,0.5625
Mike Shanahan,DEN,2003,16,10,6,0,0.625
Mike Shanahan,DEN,2004,16,10,6,0,0.625
Mike Shanahan,DEN,2005,16,13,3,0,0.8125
Mike Shanahan,DEN,2006,16,9,7,0,0.5625
Mike Shanahan,DEN,2007,16,7,9,0,0.4375
Mike Shanahan,DEN,2008,16,8,8,0,0.5
Mike Shanahan,WAS,2010,16,6,10,0,0.375
Mike Shanahan,WAS,2011,16,5,11,0,0.3125
Mike Shanahan,WAS,2012,16,10,6,0,0.625
Mike Shanahan,WAS,2013,16,3,13,0,0.1875
Mike Sherman,GNB,2000,16,9,7,0,0.5625
Mike Sherman,GNB,2001,16,12,4,0,0.75
Mike Sherman,GNB,2002,16,12,4,0,0.75
Mike Sherman,GNB,2003,16,10,6,0,0.625
Mike Sherman,GNB,2004,16,10,6,0,0.625
Mike Sherman,GNB,2005,16,4,12,0,0.25
Mike Singletary,SFO,2009,16,8,8,0,0.5
Mike Singletary,SFO,2010,15,5,10,0,0.3333
Mike Smith,ATL,2008,16,11,5,0,0.6875
Mike Smith,ATL,2009,16,9,7,0,0.5625
Mike Smith,ATL,2010,16,13,3,0,0.8125
Mike Smith,ATL,2011,16,10,6,0,0.625
Mike Smith,ATL,2012,16,13,3,0,0.8125
Mike Smith,ATL,2013,16,4,12,0,0.25
Mike Smith,ATL,2014,16,6,10,0,0.375
Mike Tice,MIN,2002,16,6,10,0,0.375
Mike Tice,MIN,2003,16,9,7,0,0.5625
Mike Tice,MIN,2004,16,8,8,0,0.5
Mike Tice,MIN,2005,16,9,7,0,0.5625
Mike Tomlin,PIT,2007,16,10,6,0,0.625
Mike Tomlin,PIT,2008,16,12,4,0,0.75
Mike Tomlin,PIT,2009,16,9,7,0,0.5625
Mike Tomlin,PIT,2010,16,12,4,0,0.75
Mike Tomlin,PIT,2011,16,12,4,0,0.75
Mike Tomlin,PIT,2012,16,8,8,0,0.5
Mike Tomlin,PIT,2013,16,8,8,0,0.5
Mike Tomlin,PIT,2014,16,11,5,0,0.6875
Mike Tomlin,PIT,2015,16,10,6,0,0.625
Mike Tomlin,PIT,2016,16,11,5,0,0.6875
Mike Tomlin,PIT,2017,16,13,3,0,0.8125
Mike Tomlin,PIT,2018,16,9,6,1,0.5938
Mike Tomlin,PIT,2019,16,8,8,0,0.5
Mike Tomlin,PIT,2020,16,12,4,0,0.75
Mike Tomlin,PIT,2021,17,9,7,1,0.5588
Mike Tomlin,PIT,2022,17,9,8,0,0.5294
Mike Tomlin,PIT,2023,17,10,7,0,0.5882
Mike Tomlin,PIT,2024,17,10,7,0,0.5882
Mike Vrabel,OTI,2018,16,9,7,0,0.5625
Mike Vrabel,OTI,2019,16,9,7,0,0.5625
Mike Vrabel,OTI,2020,16,11,5,0,0.6875
Mike Vrabel,OTI,2021,17,12,5,0,0.7059
Mike Vrabel,OTI,2022,17,7,10,0,0.4118
Mike Vrabel,OTI,2023,17,6,11,0,0.3529
Mike White,RAI,1995,16,8,8,0,0.5
Mike White,RAI,1996,16,7,9,0,0.4375
Mike Zimmer,MIN,2014,16,7,9,0,0.4375
Mike Zimmer,MIN,2015,16,11,5,0,0.6875
Mike Zimmer,MIN,2016,16,8,8,0,0.5
Mike Zimmer,MIN,2017,16,13,3,0,0.8125
Mike Zimmer,MIN,2018,16,8,7,1,0.5312
Mike Zimmer,MIN,2019,16,10,6,0,0.625
Mike Zimmer,MIN,2020,16,7,9,0,0.4375
Mike Zimmer,MIN,2021,17,8,9,0,0.4706
Monte Clark,SFO,1976,14,8,6,0,0.5714
Monte Clark,DET,1978,16,7,9,0,0.4375
Monte Clark,DET,1979,16,2,14,0,0.125
Monte Clark,DET,1980,16,9,7,0,0.5625
Monte Clark,DET,1981,16,8,8,0,0.5
Monte Clark,DET,1982,9,4,5,0,0.4444
Monte Clark,DET,1983,16,9,7,0,0.5625
Monte Clark,DET,1984,16,4,11,1,0.2812
Nathaniel Hackett,DEN,2022,15,4,11,0,0.2667
Neill Armstrong,CHI,1978,16,7,9,0,0.4375
Neill Armstrong,CHI,1979,16,10,6,0,0.625
Neill Armstrong,CHI,1980,16,7,9,0,0.4375
Neill Armstrong,CHI,1981,16,6,10,0,0.375
Nick Saban,MIA,2005,16,9,7,0,0.5625
Nick Saban,MIA,2006,16,6,10,0,0.375
Nick Sirianni,PHI,2021,17,9,8,0,0.5294
Nick Sirianni,PHI,2022,17,14,3,0,0.8235
Nick Sirianni,PHI,2023,17,11,6,0,0.6471
Nick Sirianni,PHI,2024,17,14,3,0,0.8235
Nick Skorich,CLE,1971,14,9,5,0,0.6429
Nick Skorich,CLE,1972,14,10,4,0,0.7143
Nick Skorich,CLE,1973,14,7,5,2,0.5714
Nick Skorich,CLE,1974,14,4,10,0,0.2857
Norm Van Brocklin,ATL,1970,14,4,8,2,0.3571
Norm Van Brocklin,ATL,1971,14,7,6,1,0.5357
Norm Van Brocklin,ATL,1972,14,7,7,0,0.5
Norm Van Brocklin,ATL,1973,14,9,5,0,0.6429
Norm Van Brocklin,ATL,1974,8,2,6,0,0.25
Norv Turner,WAS,1994,16,3,13,0,0.1875
Norv Turner,WAS,1995,16,6,10,0,0.375
Norv Turner,WAS,1996,16,9,7,0,0.5625
Norv Turner,WAS,1997,16,8,7,1,0.5312
Norv Turner,WAS,1998,16,6,10,0,0.375
Norv Turner,WAS,1999,16,10,6,0,0.625
Norv Turner,WAS,2000,13,7,6,0,0.5385
Norv Turner,RAI,2004,16,5,11,0,0.3125
Norv Turner,RAI,2005,16,4,12,0,0.25
Norv Turner,SDG,2007,16,11,5,0,0.6875
Norv Turner,SDG,2008,16,8,8,0,0.5
Norv Turner,SDG,2009,16,13,3,0,0.8125
Norv Turner,SDG,2010,16,9,7,0,0.5625
Norv Turner,SDG,2011,16,8,8,0,0.5
Norv Turner,SDG,2012,16,7,9,0,0.4375
Pat Shurmur,CLE,2011,16,4,12,0,0.25
Pat Shurmur,CLE,2012,16,5,11,0,0.3125
Pat Shurmur,NYG,2018,16,5,11,0,0.3125
Pat Shurmur,NYG,2019,16,4,12,0,0.25
Paul Brown,CIN,1970,14,8,6,0,0.5714
Paul Brown,CIN,1971,14,4,10,0,0.2857
Paul Brown,CIN,1972,14,8,6,0,0.5714
Paul Brown,CIN,1973,14,10,4,0,0.7143
Paul Brown,CIN,1974,14,7,7,0,0.5
Paul Brown,CIN,1975,14,11,3,0,0.7857
Paul Wiggin,KAN,1975,14,5,9,0,0.3571
Paul Wiggin,KAN,1976,14,5,9,0,0.3571
Paul Wiggin,KAN,1977,7,1,6,0,0.1429
Pete Carroll,NYJ,1994,16,6,10,0,0.375
Pete Carroll,NWE,1997,16,10,6,0,0.625
Pete Carroll,NWE,1998,16,9,7,0,0.5625
Pete Carroll,NWE,1999,16,8,8,0,0.5
Pete Carroll,SEA,2010,16,7,9,0,0.4375
Pete Carroll,SEA,2011,16,7,9,0,0.4375
Pete Carroll,SEA,2012,16,11,5,0,0.6875
Pete Carroll,SEA,2013,16,13,3,0,0.8125
Pete Carroll,SEA,2014,16,12,4,0,0.75
Pete Carroll,SEA,2015,16,10,6,0,0.625
Pete Carroll,SEA,2016,16,10,5,1,0.6562
Pete Carroll,SEA,2017,16,9,7,0,0.5625
Pete Carroll,SEA,2018,16,10,6,0,0.625
Pete Carroll,SEA,2019,16,11,5,0,0.6875
Pete Carroll,SEA,2020,16,12,4,0,0.75
Pete Carroll,SEA,2021,17,7,10,0,0.4118
Pete Carroll,SEA,2022,17,9,8,0,0.5294
Pete Carroll,SEA,2023,17,9,8,0,0.5294
Pete McCulley,SFO,1978,9,1,8,0,0.1111
Phil Bengtson,GNB,1970,14,6,8,0,0.4286
Raheem Morris,TAM,2009,16,3,13,0,0.1875
Raheem Morris,TAM,2010,16,10,6,0,0.625
Raheem Morris,TAM,2011,16,4,12,0,0.25
Raheem Morris,ATL,2024,17,8,9,0,0.4706
Ray Handley,NYG,1991,16,8,8,0,0.5
Ray Handley,NYG,1992,16,6,10,0,0.375
Ray Malavasi,RAM,1978,16,12,4,0,0.75
Ray Malavasi,RAM,1979,16,9,7,0,0.5625
Ray Malavasi,RAM,1980,16,11,5,0,0.6875
Ray Malavasi,RAM,1981,16,6,10,0,0.375
Ray Malavasi,RAM,1982,9,2,7,0,0.2222
Ray Perkins,NYG,1979,16,6,10,0,0.375
Ray Perkins,NYG,1980,16,4,12,0,0.25
Ray Perkins,NYG,1981,16,9,7,0,0.5625
Ray Perkins,NYG,1982,9,4,5,0,0.4444
Ray Perkins,TAM,1987,15,4,11,0,0.2667
Ray Perkins,TAM,1988,16,5,11,0,0.3125
Ray Perkins,TAM,1989,16,5,11,0,0.3125
Ray Perkins,TAM,1990,13,5,8,0,0.3846
Ray Rhodes,PHI,1995,16,10,6,0,0.625
Ray Rhodes,PHI,1996,16,10,6,0,0.625
Ray Rhodes,PHI,1997,16,6,9,1,0.4062
Ray Rhodes,PHI,1998,16,3,13,0,0.1875
Ray Rhodes,GNB,1999,16,8,8,0,0.5
Raymond Berry,NWE,1985,16,11,5,0,0.6875
Raymond Berry,NWE,1986,16,11,5,0,0.6875
Raymond Berry,NWE,1987,15,8,7,0,0.5333
Raymond Berry,NWE,1988,16,9,7,0,0.5625
Raymond Berry,NWE,1989,16,5,11,0,0.3125
Red Miller,DEN,1977,14,12,2,0,0.8571
Red Miller,DEN,1978,16,10,6,0,0.625
Red Miller,DEN,1979,16,10,6,0,0.625
Red Miller,DEN,1980,16,8,8,0,0.5
Rex Ryan,NYJ,2009,16,9,7,0,0.5625
Rex Ryan,NYJ,2010,16,11,5,0,0.6875
Rex Ryan,NYJ,2011,16,8,8,0,0.5
Rex Ryan,NYJ,2012,16,6,10,0,0.375
Rex Ryan,NYJ,2013,16,8,8,0,0.5
Rex Ryan,NYJ,2014,16,4,12,0,0.25
Rex Ryan,BUF,2015,16,8,8,0,0.5
Rex Ryan,BUF,2016,15,7,8,0,0.4667
Rich Brooks,RAM,1995,16,7,9,0,0.4375
Rich Brooks,RAM,1996,16,6,10,0,0.375
Rich Kotite,PHI,1991,16,10,6,0,0.625
Rich Kotite,PHI,1992,16,11,5,0,0.6875
Rich Kotite,PHI,1993,16,8,8,0,0.5
Rich Kotite,PHI,1994,16,7,9,0,0.4375
Rich Kotite,NYJ,1995,16,3,13,0,0.1875
Rich Kotite,NYJ,1996,16,1,15,0,0.0625
Richard Williamson,TAM,1991,16,3,13,0,0.1875
Richie Petitbon,WAS,1993,16,4,12,0,0.25
Rick Forzano,DET,1974,14,7,7,0,0.5
Rick Forzano,DET,1975,14,7,7,0,0.5
Rick Forzano,DET,1976,4,1,3,0,0.25
Rob Chudzinski,CLE,2013,16,4,12,0,0.25
Robert Saleh,NYJ,2021,17,4,13,0,0.2353
Robert Saleh,NYJ,2022,17,7,10,0,0.4118
Robert Saleh,NYJ,2023,17,7,10,0,0.4118
Robert Saleh,NYJ,2024,5,2,3,0,0.4
Rod Dowhower,CLT,1985,16,5,11,0,0.3125
Rod Dowhower,CLT,1986,13,0,13,0,0.0
Rod Marinelli,DET,2006,16,3,13,0,0.1875
Rod Marinelli,DET,2007,16,7,9,0,0.4375
Rod Marinelli,DET,2008,16,0,16,0,0.0
Rod Rust,NWE,1990,16,1,15,0,0.0625
Romeo Crennel,CLE,2005,16,6,10,0,0.375
Romeo Crennel,CLE,2006,16,4,12,0,0.25
Romeo Crennel,CLE,2007,16,10,6,0,0.625
Romeo Crennel,CLE,2008,16,4,12,0,0.25
Romeo Crennel,KAN,2012,16,2,14,0,0.125
Ron Erhardt,NWE,1979,16,9,7,0,0.5625
Ron Erhardt,NWE,1980,16,10,6,0,0.625
Ron Erhardt,NWE,1981,16,2,14,0,0.125
Ron Meyer,NWE,1982,9,5,4,0,0.5556
Ron Meyer,NWE,1983,16,8,8,0,0.5
Ron Meyer,NWE,1984,8,5,3,0,0.625
Ron Meyer,CLT,1987,15,9,6,0,0.6
Ron Meyer,CLT,1988,16,9,7,0,0.5625
Ron Meyer,CLT,1989,16,8,8,0,0.5
Ron Meyer,CLT,1990,16,7,9,0,0.4375
Ron Meyer,CLT,1991,5,0,5,0,0.0
Ron Rivera,CAR,2011,16,6,10,0,0.375
Ron Rivera,CAR,2012,16,7,9,0,0.4375
Ron Rivera,CAR,2013,16,12,4,0,0.75
Ron Rivera,CAR,2014,16,7,8,1,0.4688
Ron Rivera,CAR,2015,16,15,1,0,0.9375
Ron Rivera,CAR,2016,16,6,10,0,0.375
Ron Rivera,CAR,2017,16,11,5,0,0.6875
Ron Rivera,CAR,2018,16,7,9,0,0.4375
Ron Rivera,CAR,2019,12,5,7,0,0.4167
Ron Rivera,WAS,2020,16,7,9,0,0.4375
Ron Rivera,WAS,2021,17,7,10,0,0.4118
Ron Rivera,WAS,2022,17,8,8,1,0.5
Ron Rivera,WAS,2023,17,4,13,0,0.2353
Sam Rutigliano,CLE,1978,16,8,8,0,0.5
Sam Rutigliano,CLE,1979,16,9,7,0,0.5625
Sam Rutigliano,CLE,1980,16,11,5,0,0.6875
Sam Rutigliano,CLE,1981,16,5,11,0,0.3125
Sam Rutigliano,CLE,1982,9,4,5,0,0.4444
Sam Rutigliano,CLE,1983,16,9,7,0,0.5625
Sam Rutigliano,CLE,1984,8,1,7,0,0.125
Sam Wyche,CIN,1984,16,8,8,0,0.5
Sam Wyche,CIN,1985,16,7,9,0,0.4375
Sam Wyche,CIN,1986,16,10,6,0,0.625
Sam Wyche,CIN,1987,15,4,11,0,0.2667
Sam Wyche,CIN,1988,16,12,4,0,0.75
Sam Wyche,CIN,1989,16,8,8,0,0.5
Sam Wyche,CIN,1990,16,9,7,0,0.5625
Sam Wyche,CIN,1991,16,3,13,0,0.1875
Sam Wyche,TAM,1992,16,5,11,0,0.3125
Sam Wyche,TAM,1993,16,5,11,0,0.3125
Sam Wyche,TAM,1994,16,6,10,0,0.375
Sam Wyche,TAM,1995,16,7,9,0,0.4375
Scott Linehan,RAM,2006,16,8,8,0,0.5
Scott Linehan,RAM,2007,16,3,13,0,0.1875
Scott Linehan,RAM,2008,4,0,4,0,0.0
Sean McDermott,BUF,2017,16,9,7,0,0.5625
Sean McDermott,BUF,2018,16,6,10,0,0.375
Sean McDermott,BUF,2019,16,10,6,0,0.625
Sean McDermott,BUF,2020,16,13,3,0,0.8125
Sean McDermott,BUF,2021,17,11,6,0,0.6471
Sean McDermott,BUF,2022,16,13,3,0,0.8125
Sean McDermott,BUF,2023,17,11,6,0,0.6471
Sean McDermott,BUF,2024,17,13,4,0,0.7647
Sean McVay,RAM,2017,16,11,5,0,0.6875
Sean McVay,RAM,2018,16,13,3,0,0.8125
Sean McVay,RAM,2019,16,9,7,0,0.5625
Sean McVay,RAM,2020,16,10,6,0,0.625
Sean McVay,RAM,2021,17,12,5,0,0.7059
Sean McVay,RAM,2022,17,5,12,0,0.2941
Sean McVay,RAM,2023,17,10,7,0,0.5882
Sean McVay,RAM,2024,17,10,7,0,0.5882
Sean Payton,NOR,2006,16,10,6,0,0.625
Sean Payton,NOR,2007,16,7,9,0,0.4375
Sean Payton,NOR,2008,16,8,8,0,0.5
Sean Payton,NOR,2009,16,13,3,0,0.8125
Sean Payton,NOR,2010,16,11,5,0,0.6875
Sean Payton,NOR,2011,16,13,3,0,0.8125
Sean Payton,NOR,2013,16,11,5,0,0.6875
Sean Payton,NOR,2014,16,7,9,0,0.4375
Sean Payton,NOR,2015,16,7,9,0,0.4375
Sean Payton,NOR,2016,16,7,9,0,0.4375
Sean Payton,NOR,2017,16,11,5,0,0.6875
Sean Payton,NOR,2018,16,13,3,0,0.8125
Sean Payton,NOR,2019,16,13,3,0,0.8125
Sean Payton,NOR,2020,16,12,4,0,0.75
Sean Payton,NOR,2021,17,9,8,0,0.5294
Sean Payton,DEN,2023,17,8,9,0,0.4706
Sean Payton,DEN,2024,17,10,7,0,0.5882
Shane Steichen,CLT,2023,17,9,8,0,0.5294
Shane Steichen,CLT,2024,17,8,9,0,0.4706
Sid Gillman,SDG,1971,10,4,6,0,0.4
Sid Gillman,OTI,1974,14,7,7,0,0.5
Steve Mariucci,SFO,1997,16,13,3,0,0.8125
Steve Mariucci,SFO,1998,16,12,4,0,0.75
Steve Mariucci,SFO,1999,16,4,12,0,0.25
Steve Mariucci,SFO,2000,16,6,10,0,0.375
Steve Mariucci,SFO,2001,16,12,4,0,0.75
Steve Mariucci,SFO,2002,16,10,6,0,0.625
Steve Mariucci,DET,2003,16,5,11,0,0.3125
Steve Mariucci,DET,2004,16,6,10,0,0.375
Steve Mariucci,DET,2005,11,4,7,0,0.3636
Steve Spagnuolo,RAM,2009,16,1,15,0,0.0625
Steve Spagnuolo,RAM,2010,16,7,9,0,0.4375
Steve Spagnuolo,RAM,2011,16,2,14,0,0.125
Steve Spurrier,WAS,2002,16,7,9,0,0.4375
Steve Spurrier,WAS,2003,16,5,11,0,0.3125
Steve Wilks,CRD,2018,16,3,13,0,0.1875
Ted Marchibroda,CLT,1975,14,10,4,0,0.7143
Ted Marchibroda,CLT,1976,14,11,3,0,0.7857
Ted Marchibroda,CLT,1977,14,10,4,0,0.7143
Ted Marchibroda,CLT,1978,16,5,11,0,0.3125
Ted Marchibroda,CLT,1979,16,5,11,0,0.3125
Ted Marchibroda,CLT,1992,16,9,7,0,0.5625
Ted Marchibroda,CLT,1993,16,4,12,0,0.25
Ted Marchibroda,CLT,1994,16,8,8,0,0.5
Ted Marchibroda,CLT,1995,16,9,7,0,0.5625
Ted Marchibroda,RAV,1996,16,4,12,0,0.25
Ted Marchibroda,RAV,1997,16,6,9,1,0.4062
Ted Marchibroda,RAV,1998,16,6,10,0,0.375
Todd Bowles,NYJ,2015,16,10,6,0,0.625
Todd Bowles,NYJ,2016,16,5,11,0,0.3125
Todd Bowles,NYJ,2017,16,5,11,0,0.3125
Todd Bowles,NYJ,2018,16,4,12,0,0.25
Todd Bowles,TAM,2022,17,8,9,0,0.4706
Todd Bowles,TAM,2023,17,9,8,0,0.5294
Todd Bowles,TAM,2024,17,10,7,0,0.5882
Todd Haley,KAN,2009,16,4,12,0,0.25
