Team,Year,Primary_Coach,Combined_Coach,Total_Coaches
OTI,2023,Mike Vrabel,Mike Vrabel,1
OTI,2024,Brian Callahan,Brian Callahan,1
PHI,1970,Jerry Williams,Jerry Williams,1
PHI,1971,Jerry Williams,Ed Khayat / Jerry Williams,2
PHI,1972,Ed Khayat,Ed Khayat,1
PHI,1973,Mike McCormack,Mike McCormack,1
PHI,1974,Mike McCormack,Mike McCormack,1
PHI,1975,Mike McCormack,Mike McCormack,1
PHI,1976,Dick Vermeil,Dick Vermeil,1
PHI,1977,Dick Vermeil,Dick Vermeil,1
PHI,1978,Dick Vermeil,Dick Vermeil,1
PHI,1979,Dick Vermeil,Dick Vermeil,1
PHI,1980,Dick Vermeil,Dick Vermeil,1
PHI,1981,Dick Vermeil,Dick Vermeil,1
PHI,1982,Dick Vermeil,Dick Vermeil,1
PHI,1983,Marion Campbell,Marion Campbell,1
PHI,1984,Marion Campbell,Marion Campbell,1
PHI,1985,Marion Campbell,Fred Bruney / Marion Campbell,2
PHI,1986,Buddy Ryan,Buddy Ryan,1
PHI,1987,Buddy Ryan,Buddy Ryan,1
PHI,1988,Buddy Ryan,Buddy Ryan,1
PHI,1989,Buddy Ryan,Buddy Ryan,1
PHI,1990,Buddy Ryan,Buddy Ryan,1
PHI,1991,Rich Kotite,Rich Kotite,1
PHI,1992,Rich Kotite,Rich Kotite,1
PHI,1993,Rich Kotite,Rich Kotite,1
PHI,1994,Rich Kotite,Rich Kotite,1
PHI,1995,Ray Rhodes,Ray Rhodes,1
PHI,1996,Ray Rhodes,Ray Rhodes,1
PHI,1997,Ray Rhodes,Ray Rhodes,1
PHI,1998,Ray Rhodes,Ray Rhodes,1
PHI,1999,Andy Reid,Andy Reid,1
PHI,2000,Andy Reid,Andy Reid,1
PHI,2001,Andy Reid,Andy Reid,1
PHI,2002,Andy Reid,Andy Reid,1
PHI,2003,Andy Reid,Andy Reid,1
PHI,2004,Andy Reid,Andy Reid,1
PHI,2005,Andy Reid,Andy Reid,1
PHI,2006,Andy Reid,Andy Reid,1
PHI,2007,Andy Reid,Andy Reid,1
PHI,2008,Andy Reid,Andy Reid,1
PHI,2009,Andy Reid,Andy Reid,1
PHI,2010,Andy Reid,Andy Reid,1
PHI,2011,Andy Reid,Andy Reid,1
PHI,2012,Andy Reid,Andy Reid,1
PHI,2013,Chip Kelly,Chip Kelly,1
PHI,2014,Chip Kelly,Chip Kelly,1
PHI,2015,Chip Kelly,Chip Kelly / Pat Shurmur,2
PHI,2016,Doug Pederson,Doug Pederson,1
PHI,2017,Doug Pederson,Doug Pederson,1
PHI,2018,Doug Pederson,Doug Pederson,1
PHI,2019,Doug Pederson,Doug Pederson,1
PHI,2020,Doug Pederson,Doug Pederson,1
PHI,2021,Nick Sirianni,Nick Sirianni,1
PHI,2022,Nick Sirianni,Nick Sirianni,1
PHI,2023,Nick Sirianni,Nick Sirianni,1
PHI,2024,Nick Sirianni,Nick Sirianni,1
PHO,1988,Gene Stallings,Gene Stallings,1
PHO,1989,Gene Stallings,Gene Stallings / Hank Kuhlmann,2
PHO,1990,Joe Bugel,Joe Bugel,1
PHO,1991,Joe Bugel,Joe Bugel,1
PHO,1992,Joe Bugel,Joe Bugel,1
PHO,1993,Joe Bugel,Joe Bugel,1
PIT,1970,Chuck Noll,Chuck Noll,1
PIT,1971,Chuck Noll,Chuck Noll,1
PIT,1972,Chuck Noll,Chuck Noll,1
PIT,1973,Chuck Noll,Chuck Noll,1
PIT,1974,Chuck Noll,Chuck Noll,1
PIT,1975,Chuck Noll,Chuck Noll,1
PIT,1976,Chuck Noll,Chuck Noll,1
PIT,1977,Chuck Noll,Chuck Noll,1
PIT,1978,Chuck Noll,Chuck Noll,1
PIT,1979,Chuck Noll,Chuck Noll,1
PIT,1980,Chuck Noll,Chuck Noll,1
PIT,1981,Chuck Noll,Chuck Noll,1
PIT,1982,Chuck Noll,Chuck Noll,1
PIT,1983,Chuck Noll,Chuck Noll,1
PIT,1984,Chuck Noll,Chuck Noll,1
PIT,1985,Chuck Noll,Chuck Noll,1
PIT,1986,Chuck Noll,Chuck Noll,1
PIT,1987,Chuck Noll,Chuck Noll,1
PIT,1988,Chuck Noll,Chuck Noll,1
PIT,1989,Chuck Noll,Chuck Noll,1
PIT,1990,Chuck Noll,Chuck Noll,1
PIT,1991,Chuck Noll,Chuck Noll,1
PIT,1992,Bill Cowher,Bill Cowher,1
PIT,1993,Bill Cowher,Bill Cowher,1
PIT,1994,Bill Cowher,Bill Cowher,1
PIT,1995,Bill Cowher,Bill Cowher,1
PIT,1996,Bill Cowher,Bill Cowher,1
PIT,1997,Bill Cowher,Bill Cowher,1
PIT,1998,Bill Cowher,Bill Cowher,1
PIT,1999,Bill Cowher,Bill Cowher,1
PIT,2000,Bill Cowher,Bill Cowher,1
PIT,2001,Bill Cowher,Bill Cowher,1
PIT,2002,Bill Cowher,Bill Cowher,1
PIT,2003,Bill Cowher,Bill Cowher,1
PIT,2004,Bill Cowher,Bill Cowher,1
PIT,2005,Bill Cowher,Bill Cowher,1
PIT,2006,Bill Cowher,Bill Cowher,1
PIT,2007,Mike Tomlin,Mike Tomlin,1
PIT,2008,Mike Tomlin,Mike Tomlin,1
PIT,2009,Mike Tomlin,Mike Tomlin,1
PIT,2010,Mike Tomlin,Mike Tomlin,1
PIT,2011,Mike Tomlin,Mike Tomlin,1
PIT,2012,Mike Tomlin,Mike Tomlin,1
PIT,2013,Mike Tomlin,Mike Tomlin,1
PIT,2014,Mike Tomlin,Mike Tomlin,1
PIT,2015,Mike Tomlin,Mike Tomlin,1
PIT,2016,Mike Tomlin,Mike Tomlin,1
PIT,2017,Mike Tomlin,Mike Tomlin,1
PIT,2018,Mike Tomlin,Mike Tomlin,1
PIT,2019,Mike Tomlin,Mike Tomlin,1
PIT,2020,Mike Tomlin,Mike Tomlin,1
PIT,2021,Mike Tomlin,Mike Tomlin,1
PIT,2022,Mike Tomlin,Mike Tomlin,1
PIT,2023,Mike Tomlin,Mike Tomlin,1
PIT,2024,Mike Tomlin,Mike Tomlin,1
RAI,1970,John Madden,John Madden,1
RAI,1971,John Madden,John Madden,1
RAI,1972,John Madden,John Madden,1
RAI,1973,John Madden,John Madden,1
RAI,1974,John Madden,John Madden,1
RAI,1975,John Madden,John Madden,1
RAI,1976,John Madden,John Madden,1
RAI,1977,John Madden,John Madden,1
RAI,1978,John Madden,John Madden,1
RAI,1979,Tom Flores,Tom Flores,1
RAI,1980,Tom Flores,Tom Flores,1
RAI,1981,Tom Flores,Tom Flores,1
RAI,1982,Tom Flores,Tom Flores,1
RAI,1983,Tom Flores,Tom Flores,1
RAI,1984,Tom Flores,Tom Flores,1
RAI,1985,Tom Flores,Tom Flores,1
RAI,1986,Tom Flores,Tom Flores,1
RAI,1987,Tom Flores,Tom Flores,1
RAI,1988,Mike Shanahan,Mike Shanahan,1
RAI,1989,Mike Shanahan,Art Shell / Mike Shanahan,2
RAI,1990,Art Shell,Art Shell,1
RAI,1991,Art Shell,Art Shell,1
RAI,1992,Art Shell,Art Shell,1
RAI,1993,Art Shell,Art Shell,1
RAI,1994,Art Shell,Art Shell,1
RAI,1995,Mike White,Mike White,1
RAI,1996,Mike White,Mike White,1
RAI,1997,Joe Bugel,Joe Bugel,1
RAI,1998,Jon Gruden,Jon Gruden,1
RAI,1999,Jon Gruden,Jon Gruden,1
RAI,2000,Jon Gruden,Jon Gruden,1
RAI,2001,Jon Gruden,Jon Gruden,1
RAI,2002,Bill Callahan,Bill Callahan,1
RAI,2003,Bill Callahan,Bill Callahan,1
RAI,2004,Norv Turner,Norv Turner,1
RAI,2005,Norv Turner,Norv Turner,1
RAI,2006,Art Shell,Art Shell,1
RAI,2007,Lane Kiffin,Lane Kiffin,1
RAI,2008,Lane Kiffin,Lane Kiffin / Tom Cable,2
RAI,2009,Tom Cable,Tom Cable,1
RAI,2010,Tom Cable,Tom Cable,1
RAI,2011,Hue Jackson,Hue Jackson,1
RAI,2012,Dennis Allen,Dennis Allen,1
RAI,2013,Dennis Allen,Dennis Allen,1
RAI,2014,Dennis Allen,Dennis Allen / Tony Sparano,2
RAI,2015,Jack Del Rio,Jack Del Rio,1
RAI,2016,Jack Del Rio,Jack Del Rio,1
RAI,2017,Jack Del Rio,Jack Del Rio,1
RAI,2018,Jon Gruden,Jon Gruden,1
RAI,2019,Jon Gruden,Jon Gruden,1
RAM,1970,George Allen,George Allen,1
RAM,1971,Tommy Prothro,Tommy Prothro,1
RAM,1972,Tommy Prothro,Tommy Prothro,1
RAM,1973,Chuck Knox,Chuck Knox,1
RAM,1974,Chuck Knox,Chuck Knox,1
RAM,1975,Chuck Knox,Chuck Knox,1
RAM,1976,Chuck Knox,Chuck Knox,1
RAM,1977,Chuck Knox,Chuck Knox,1
RAM,1978,Ray Malavasi,Ray Malavasi,1
RAM,1979,Ray Malavasi,Ray Malavasi,1
RAM,1980,Ray Malavasi,Ray Malavasi,1
RAM,1981,Ray Malavasi,Ray Malavasi,1
RAM,1982,Ray Malavasi,Ray Malavasi,1
RAM,1983,John Robinson,John Robinson,1
RAM,1984,John Robinson,John Robinson,1
RAM,1985,John Robinson,John Robinson,1
RAM,1986,John Robinson,John Robinson,1
RAM,1987,John Robinson,John Robinson,1
RAM,1988,John Robinson,John Robinson,1
RAM,1989,John Robinson,John Robinson,1
RAM,1990,John Robinson,John Robinson,1
RAM,1991,John Robinson,John Robinson,1
RAM,1992,Chuck Knox,Chuck Knox,1
RAM,1993,Chuck Knox,Chuck Knox,1
RAM,1994,Chuck Knox,Chuck Knox,1
RAV,1970,Don McCafferty,Don McCafferty,1
RAV,1971,Don McCafferty,Don McCafferty,1
RAV,1972,Don McCafferty,Don McCafferty / John Sandusky,2
RAV,1973,Howard Schnellenberger,Howard Schnellenberger,1
RAV,1974,Howard Schnellenberger,Howard Schnellenberger / Joe Thomas,2
RAV,1975,Ted Marchibroda,Ted Marchibroda,1
RAV,1976,Ted Marchibroda,Ted Marchibroda,1
RAV,1977,Ted Marchibroda,Ted Marchibroda,1
RAV,1978,Ted Marchibroda,Ted Marchibroda,1
RAV,1979,Ted Marchibroda,Ted Marchibroda,1
RAV,1980,Mike McCormack,Mike McCormack,1
RAV,1981,Mike McCormack,Mike McCormack,1
RAV,1982,Frank Kush,Frank Kush,1
RAV,1983,Frank Kush,Frank Kush,1
RAV,1996,Ted Marchibroda,Ted Marchibroda,1
RAV,1997,Ted Marchibroda,Ted Marchibroda,1
RAV,1998,Ted Marchibroda,Ted Marchibroda,1
RAV,1999,Brian Billick,Brian Billick,1
RAV,2000,Brian Billick,Brian Billick,1
RAV,2001,Brian Billick,Brian Billick,1
RAV,2002,Brian Billick,Brian Billick,1
RAV,2003,Brian Billick,Brian Billick,1
RAV,2004,Brian Billick,Brian Billick,1
RAV,2005,Brian Billick,Brian Billick,1
RAV,2006,Brian Billick,Brian Billick,1
RAV,2007,Brian Billick,Brian Billick,1
RAV,2008,John Harbaugh,John Harbaugh,1
RAV,2009,John Harbaugh,John Harbaugh,1
RAV,2010,John Harbaugh,John Harbaugh,1
RAV,2011,John Harbaugh,John Harbaugh,1
RAV,2012,John Harbaugh,John Harbaugh,1
RAV,2013,John Harbaugh,John Harbaugh,1
RAV,2014,John Harbaugh,John Harbaugh,1
RAV,2015,John Harbaugh,John Harbaugh,1
RAV,2016,John Harbaugh,John Harbaugh,1
RAV,2017,John Harbaugh,John Harbaugh,1
RAV,2018,John Harbaugh,John Harbaugh,1
RAV,2019,John Harbaugh,John Harbaugh,1
RAV,2020,John Harbaugh,John Harbaugh,1
RAV,2021,John Harbaugh,John Harbaugh,1
RAV,2022,John Harbaugh,John Harbaugh,1
RAV,2023,John Harbaugh,John Harbaugh,1
RAV,2024,John Harbaugh,John Harbaugh,1
SDG,1970,Charlie Waller,Charlie Waller,1
SDG,1971,Harland Svare,Harland Svare / Sid Gillman,2
SDG,1972,Harland Svare,Harland Svare,1
SDG,1973,Harland Svare,Harland Svare / Ron Waller,2
SDG,1974,Tommy Prothro,Tommy Prothro,1
SDG,1975,Tommy Prothro,Tommy Prothro,1
SDG,1976,Tommy Prothro,Tommy Prothro,1
SDG,1977,Tommy Prothro,Tommy Prothro,1
SDG,1978,Tommy Prothro,Don Coryell / Tommy Prothro,2
SDG,1979,Don Coryell,Don Coryell,1
SDG,1980,Don Coryell,Don Coryell,1
SDG,1981,Don Coryell,Don Coryell,1
SDG,1982,Don Coryell,Don Coryell,1
SDG,1983,Don Coryell,Don Coryell,1
SDG,1984,Don Coryell,Don Coryell,1
SDG,1985,Don Coryell,Don Coryell,1
SDG,1986,Don Coryell,Al Saunders / Don Coryell,2
SDG,1987,Al Saunders,Al Saunders,1
SDG,1988,Al Saunders,Al Saunders,1
SDG,1989,Dan Henning,Dan Henning,1
SDG,1990,Dan Henning,Dan Henning,1
SDG,1991,Dan Henning,Dan Henning,1
SDG,1992,Bobby Ross,Bobby Ross,1
SDG,1993,Bobby Ross,Bobby Ross,1
SDG,1994,Bobby Ross,Bobby Ross,1
SDG,1995,Bobby Ross,Bobby Ross,1
SDG,1996,Bobby Ross,Bobby Ross,1
SDG,1997,Kevin Gilbride,Kevin Gilbride,1
SDG,1998,Kevin Gilbride,June Jones / Kevin Gilbride,2
SDG,1999,Mike Riley,Mike Riley,1
SDG,2000,Mike Riley,Mike Riley,1
SDG,2001,Mike Riley,Mike Riley,1
SDG,2002,Marty Schottenheimer,Marty Schottenheimer,1
SDG,2003,Marty Schottenheimer,Marty Schottenheimer,1
SDG,2004,Marty Schottenheimer,Marty Schottenheimer,1
SDG,2005,Marty Schottenheimer,Marty Schottenheimer,1
SDG,2006,Marty Schottenheimer,Marty Schottenheimer,1
SDG,2007,Norv Turner,Norv Turner,1
SDG,2008,Norv Turner,Norv Turner,1
SDG,2009,Norv Turner,Norv Turner,1
SDG,2010,Norv Turner,Norv Turner,1
SDG,2011,Norv Turner,Norv Turner,1
SDG,2012,Norv Turner,Norv Turner,1
SDG,2013,Mike McCoy,Mike McCoy,1
SDG,2014,Mike McCoy,Mike McCoy,1
SDG,2015,Mike McCoy,Mike McCoy,1
SDG,2016,Mike McCoy,Mike McCoy,1
SDG,2017,Anthony Lynn,Anthony Lynn,1
SDG,2018,Anthony Lynn,Anthony Lynn,1
SDG,2019,Anthony Lynn,Anthony Lynn,1
SDG,2020,Anthony Lynn,Anthony Lynn,1
SDG,2021,Brandon Staley,Brandon Staley,1
SDG,2022,Brandon Staley,Brandon Staley,1
SDG,2023,Brandon Staley,Brandon Staley / Giff Smith,2
SDG,2024,Jim Harbaugh,Jim Harbaugh,1
SEA,1976,Jack Patera,Jack Patera,1
SEA,1977,Jack Patera,Jack Patera,1
SEA,1978,Jack Patera,Jack Patera,1
SEA,1979,Jack Patera,Jack Patera,1
SEA,1980,Jack Patera,Jack Patera,1
SEA,1981,Jack Patera,Jack Patera,1
SEA,1982,Jack Patera,Jack Patera / Mike McCormack,2
SEA,1983,Chuck Knox,Chuck Knox,1
SEA,1984,Chuck Knox,Chuck Knox,1
SEA,1985,Chuck Knox,Chuck Knox,1
SEA,1986,Chuck Knox,Chuck Knox,1
SEA,1987,Chuck Knox,Chuck Knox,1
SEA,1988,Chuck Knox,Chuck Knox,1
SEA,1989,Chuck Knox,Chuck Knox,1
SEA,1990,Chuck Knox,Chuck Knox,1
SEA,1991,Chuck Knox,Chuck Knox,1
SEA,1992,Tom Flores,Tom Flores,1
SEA,1993,Tom Flores,Tom Flores,1
SEA,1994,Tom Flores,Tom Flores,1
SEA,1995,Dennis Erickson,Dennis Erickson,1
SEA,1996,Dennis Erickson,Dennis Erickson,1
SEA,1997,Dennis Erickson,Dennis Erickson,1
SEA,1998,Dennis Erickson,Dennis Erickson,1
SEA,1999,Mike Holmgren,Mike Holmgren,1
SEA,2000,Mike Holmgren,Mike Holmgren,1
SEA,2001,Mike Holmgren,Mike Holmgren,1
SEA,2002,Mike Holmgren,Mike Holmgren,1
SEA,2003,Mike Holmgren,Mike Holmgren,1
SEA,2004,Mike Holmgren,Mike Holmgren,1
SEA,2005,Mike Holmgren,Mike Holmgren,1
SEA,2006,Mike Holmgren,Mike Holmgren,1
SEA,2007,Mike Holmgren,Mike Holmgren,1
SEA,2008,Mike Holmgren,Mike Holmgren,1
SEA,2009,Jim Mora,Jim Mora,1
SEA,2010,Pete Carroll,Pete Carroll,1
SEA,2011,Pete Carroll,Pete Carroll,1
SEA,2012,Pete Carroll,Pete Carroll,1
SEA,2013,Pete Carroll,Pete Carroll,1
SEA,2014,Pete Carroll,Pete Carroll,1
SEA,2015,Pete Carroll,Pete Carroll,1
SEA,2016,Pete Carroll,Pete Carroll,1
SEA,2017,Pete Carroll,Pete Carroll,1
SEA,2018,Pete Carroll,Pete Carroll,1
SEA,2019,Pete Carroll,Pete Carroll,1
SEA,2020,Pete Carroll,Pete Carroll,1
SEA,2021,Pete Carroll,Pete Carroll,1
SEA,2022,Pete Carroll,Pete Carroll,1
SEA,2023,Pete Carroll,Pete Carroll,1
SEA,2024,Mike Macdonald,Mike Macdonald,1
SFO,1970,Dick Nolan,Dick Nolan,1
SFO,1971,Dick Nolan,Dick Nolan,1
SFO,1972,Dick Nolan,Dick Nolan,1
SFO,1973,Dick Nolan,Dick Nolan,1
SFO,1974,Dick Nolan,Dick Nolan,1
SFO,1975,Dick Nolan,Dick Nolan,1
SFO,1976,Monte Clark,Monte Clark,1
SFO,1977,Ken Meyer,Ken Meyer,1
SFO,1978,Fred O'Connor,Fred O'Connor / Pete McCulley,2
SFO,1979,Bill Walsh,Bill Walsh,1
SFO,1980,Bill Walsh,Bill Walsh,1
SFO,1981,Bill Walsh,Bill Walsh,1
SFO,1982,Bill Walsh,Bill Walsh,1
SFO,1983,Bill Walsh,Bill Walsh,1
SFO,1984,Bill Walsh,Bill Walsh,1
SFO,1985,Bill Walsh,Bill Walsh,1
SFO,1986,Bill Walsh,Bill Walsh,1
SFO,1987,Bill Walsh,Bill Walsh,1
SFO,1988,Bill Walsh,Bill Walsh,1
SFO,1989,George Seifert,George Seifert,1
SFO,1990,George Seifert,George Seifert,1
SFO,1991,George Seifert,George Seifert,1
SFO,1992,George Seifert,George Seifert,1
SFO,1993,George Seifert,George Seifert,1
SFO,1994,George Seifert,George Seifert,1
SFO,1995,George Seifert,George Seifert,1
SFO,1996,George Seifert,George Seifert,1
SFO,1997,Steve Mariucci,Steve Mariucci,1
SFO,1998,Steve Mariucci,Steve Mariucci,1
SFO,1999,Steve Mariucci,Steve Mariucci,1
SFO,2000,Steve Mariucci,Steve Mariucci,1
SFO,2001,Steve Mariucci,Steve Mariucci,1
SFO,2002,Steve Mariucci,Steve Mariucci,1
SFO,2003,Dennis Erickson,Dennis Erickson,1
SFO,2004,Dennis Erickson,Dennis Erickson,1
SFO,2005,Mike Nolan,Mike Nolan,1
SFO,2006,Mike Nolan,Mike Nolan,1
SFO,2007,Mike Nolan,Mike Nolan,1
SFO,2008,Mike Nolan,Mike Nolan / Mike Singletary,2
SFO,2009,Mike Singletary,Mike Singletary,1
SFO,2010,Mike Singletary,Jim Tomsula / Mike Singletary,2
SFO,2011,Jim Harbaugh,Jim Harbaugh,1
SFO,2012,Jim Harbaugh,Jim Harbaugh,1
SFO,2013,Jim Harbaugh,Jim Harbaugh,1
SFO,2014,Jim Harbaugh,Jim Harbaugh,1
SFO,2015,Jim Tomsula,Jim Tomsula,1
SFO,2016,Chip Kelly,Chip Kelly,1
SFO,2017,Kyle Shanahan,Kyle Shanahan,1
SFO,2018,Kyle Shanahan,Kyle Shanahan,1
SFO,2019,Kyle Shanahan,Kyle Shanahan,1
SFO,2020,Kyle Shanahan,Kyle Shanahan,1
SFO,2021,Kyle Shanahan,Kyle Shanahan,1
SFO,2022,Kyle Shanahan,Kyle Shanahan,1
SFO,2023,Kyle Shanahan,Kyle Shanahan,1
SFO,2024,Kyle Shanahan,Kyle Shanahan,1
STL,1970,Charley Winner,Charley Winner,1
STL,1971,Bob Hollway,Bob Hollway,1
STL,1972,Bob Hollway,Bob Hollway,1
STL,1973,Don Coryell,Don Coryell,1
STL,1974,Don Coryell,Don Coryell,1
STL,1975,Don Coryell,Don Coryell,1
STL,1976,Don Coryell,Don Coryell,1
STL,1977,Don Coryell,Don Coryell,1
STL,1978,Bud Wilkinson,Bud Wilkinson,1
STL,1979,Bud Wilkinson,Bud Wilkinson / Larry Wilson,2
STL,1980,Jim Hanifan,Jim Hanifan,1
STL,1981,Jim Hanifan,Jim Hanifan,1
STL,1982,Jim Hanifan,Jim Hanifan,1
STL,1983,Jim Hanifan,Jim Hanifan,1
STL,1984,Jim Hanifan,Jim Hanifan,1
STL,1985,Jim Hanifan,Jim Hanifan,1
STL,1986,Gene Stallings,Gene Stallings,1
STL,1987,Gene Stallings,Gene Stallings,1
STL,1995,Rich Brooks,Rich Brooks,1
STL,1996,Rich Brooks,Rich Brooks,1
STL,1997,Dick Vermeil,Dick Vermeil,1
STL,1998,Dick Vermeil,Dick Vermeil,1
STL,1999,Dick Vermeil,Dick Vermeil,1
STL,2000,Mike Martz,Mike Martz,1
STL,2001,Mike Martz,Mike Martz,1
STL,2002,Mike Martz,Mike Martz,1
STL,2003,Mike Martz,Mike Martz,1
STL,2004,Mike Martz,Mike Martz,1
STL,2005,Mike Martz,Joe Vitt / Mike Martz,2
STL,2006,Scott Linehan,Scott Linehan,1
STL,2007,Scott Linehan,Scott Linehan,1
STL,2008,Scott Linehan,Jim Haslett / Scott Linehan,2
STL,2009,Steve Spagnuolo,Steve Spagnuolo,1
STL,2010,Steve Spagnuolo,Steve Spagnuolo,1
STL,2011,Steve Spagnuolo,Steve Spagnuolo,1
STL,2012,Jeff Fisher,Jeff Fisher,1
STL,2013,Jeff Fisher,Jeff Fisher,1
STL,2014,Jeff Fisher,Jeff Fisher,1
STL,2015,Jeff Fisher,Jeff Fisher,1
TAM,1976,John McKay,John McKay,1
TAM,1977,John McKay,John McKay,1
TAM,1978,John McKay,John McKay,1
TAM,1979,John McKay,John McKay,1
TAM,1980,John McKay,John McKay,1
TAM,1981,John McKay,John McKay,1
TAM,1982,John McKay,John McKay,1
TAM,1983,John McKay,John McKay,1
TAM,1984,John McKay,John McKay,1
TAM,1985,Leeman Bennett,Leeman Bennett,1
TAM,1986,Leeman Bennett,Leeman Bennett,1
TAM,1987,Ray Perkins,Ray Perkins,1
TAM,1988,Ray Perkins,Ray Perkins,1
TAM,1989,Ray Perkins,Ray Perkins,1
TAM,1990,Ray Perkins,Ray Perkins / Richard Williamson,2
TAM,1991,Richard Williamson,Richard Williamson,1
TAM,1992,Sam Wyche,Sam Wyche,1
TAM,1993,Sam Wyche,Sam Wyche,1
TAM,1994,Sam Wyche,Sam Wyche,1
TAM,1995,Sam Wyche,Sam Wyche,1
TAM,1996,Tony Dungy,Tony Dungy,1
TAM,1997,Tony Dungy,Tony Dungy,1
TAM,1998,Tony Dungy,Tony Dungy,1
TAM,1999,Tony Dungy,Tony Dungy,1
TAM,2000,Tony Dungy,Tony Dungy,1
TAM,2001,Tony Dungy,Tony Dungy,1
TAM,2002,Jon Gruden,Jon Gruden,1
TAM,2003,Jon Gruden,Jon Gruden,1
TAM,2004,Jon Gruden,Jon Gruden,1
TAM,2005,Jon Gruden,Jon Gruden,1
TAM,2006,Jon Gruden,Jon Gruden,1
TAM,2007,Jon Gruden,Jon Gruden,1
TAM,2008,Jon Gruden,Jon Gruden,1
TAM,2009,Raheem Morris,Raheem Morris,1
TAM,2010,Raheem Morris,Raheem Morris,1
TAM,2011,Raheem Morris,Raheem Morris,1
TAM,2012,Greg Schiano,Greg Schiano,1
TAM,2013,Greg Schiano,Greg Schiano,1
TAM,2014,Lovie Smith,Lovie Smith,1
TAM,2015,Lovie Smith,Lovie Smith,1
TAM,2016,Dirk Koetter,Dirk Koetter,1
TAM,2017,Dirk Koetter,Dirk Koetter,1
TAM,2018,Dirk Koetter,Dirk Koetter,1
TAM,2019,Bruce Arians,Bruce Arians,1
TAM,2020,Bruce Arians,Bruce Arians,1
TAM,2021,Bruce Arians,Bruce Arians,1
TAM,2022,Todd Bowles,Todd Bowles,1
TAM,2023,Todd Bowles,Todd Bowles,1
TAM,2024,Todd Bowles,Todd Bowles,1
WAS,1970,Bill Austin,Bill Austin,1
WAS,1971,George Allen,George Allen,1
WAS,1972,George Allen,George Allen,1
WAS,1973,George Allen,George Allen,1
WAS,1974,George Allen,George Allen,1
WAS,1975,George Allen,George Allen,1
WAS,1976,George Allen,George Allen,1
WAS,1977,George Allen,George Allen,1
WAS,1978,Jack Pardee,Jack Pardee,1
WAS,1979,Jack Pardee,Jack Pardee,1
WAS,1980,Jack Pardee,Jack Pardee,1
WAS,1981,Joe Gibbs,Joe Gibbs,1
WAS,1982,Joe Gibbs,Joe Gibbs,1
WAS,1983,Joe Gibbs,Joe Gibbs,1
WAS,1984,Joe Gibbs,Joe Gibbs,1
WAS,1985,Joe Gibbs,Joe Gibbs,1
WAS,1986,Joe Gibbs,Joe Gibbs,1
WAS,1987,Joe Gibbs,Joe Gibbs,1
WAS,1988,Joe Gibbs,Joe Gibbs,1
WAS,1989,Joe Gibbs,Joe Gibbs,1
WAS,1990,Joe Gibbs,Joe Gibbs,1
WAS,1991,Joe Gibbs,Joe Gibbs,1
WAS,1992,Joe Gibbs,Joe Gibbs,1
WAS,1993,Richie Petitbon,Richie Petitbon,1
WAS,1994,Norv Turner,Norv Turner,1
WAS,1995,Norv Turner,Norv Turner,1
WAS,1996,Norv Turner,Norv Turner,1
WAS,1997,Norv Turner,Norv Turner,1
WAS,1998,Norv Turner,Norv Turner,1
WAS,1999,Norv Turner,Norv Turner,1
WAS,2000,Norv Turner,Norv Turner / Terry Robiskie,2
WAS,2001,Marty Schottenheimer,Marty Schottenheimer,1
WAS,2002,Steve Spurrier,Steve Spurrier,1
WAS,2003,Steve Spurrier,Steve Spurrier,1
WAS,2004,Joe Gibbs,Joe Gibbs,1
WAS,2005,Joe Gibbs,Joe Gibbs,1
WAS,2006,Joe Gibbs,Joe Gibbs,1
WAS,2007,Joe Gibbs,Joe Gibbs,1
WAS,2008,Jim Zorn,Jim Zorn,1
WAS,2009,Jim Zorn,Jim Zorn,1
WAS,2010,Mike Shanahan,Mike Shanahan,1
WAS,2011,Mike Shanahan,Mike Shanahan,1
WAS,2012,Mike Shanahan,Mike Shanahan,1
WAS,2013,Mike Shanahan,Mike Shanahan,1
WAS,2014,Jay Gruden,Jay Gruden,1
WAS,2015,Jay Gruden,Jay Gruden,1
WAS,2016,Jay Gruden,Jay Gruden,1
WAS,2017,Jay Gruden,Jay Gruden,1
WAS,2018,Jay Gruden,Jay Gruden,1
WAS,2019,Jay Gruden,Bill Callahan / Jay Gruden,2
WAS,2020,Ron Rivera,Ron Rivera,1
WAS,2021,Ron Rivera,Ron Rivera,1
WAS,2022,Ron Rivera,Ron Rivera,1
WAS,2023,Ron Rivera,Ron Rivera,1
WAS,2024,Dan Quinn,Dan Quinn,1
